session_id,DateTime,user_id,product,campaign_id,webpage_id,product_category_1,product_category_2,user_group_id,gender,age_level,user_depth,city_development_index,var_1,is_click
545455,7/3/2017 2:40,962953,C,82320,1734,1,,2,Male,2,3,2,0,0
353087,7/3/2017 2:41,13527,C,359520,13787,5,,4,Male,4,3,4,0,0
101747,7/3/2017 2:41,487648,C,405490,60305,3,,2,Male,2,3,3,0,0
353275,7/3/2017 2:42,941740,C,359520,13787,5,,12,Female,6,2,,0,0
410588,7/3/2017 2:42,239132,J,404347,53587,1,,2,Male,2,3,2,0,0
254581,7/3/2017 2:42,650981,I,396664,51181,1,,1,Male,1,3,,0,0
256915,7/3/2017 2:42,650981,I,396664,51181,1,,1,Male,1,3,,0,0
104384,7/3/2017 2:42,280945,C,405490,60305,3,,3,Male,3,3,3,0,0
404665,7/3/2017 2:42,848419,H,396664,51181,1,,5,Male,5,3,2,0,0
359690,7/3/2017 2:42,650981,I,404347,53587,1,,1,Male,1,3,,0,0
262491,7/3/2017 2:42,650981,I,396664,51181,1,,1,Male,1,3,,0,0
446526,7/3/2017 2:42,206637,H,360936,13787,3,,9,Female,3,3,4,0,0
481319,7/3/2017 2:44,650981,E,404347,53587,1,,1,Male,1,3,,0,0
360105,7/3/2017 2:44,650981,E,404347,53587,1,,1,Male,1,3,,0,0
343526,7/3/2017 2:44,458585,H,359520,13787,2,,4,Male,4,3,2,1,0
254325,7/3/2017 2:44,507869,I,396664,51181,1,,2,Male,2,3,3,1,0
417551,7/3/2017 2:44,1060577,J,404347,53587,1,,,,,,,1,0
341375,7/3/2017 2:44,643099,H,359520,13787,2,,2,Male,2,3,4,0,0
353025,7/3/2017 2:44,458585,C,359520,13787,5,,4,Male,4,3,2,1,0
409238,7/3/2017 2:45,272004,J,404347,53587,1,,1,Male,1,3,,0,0
254023,7/3/2017 2:45,1096602,I,396664,51181,1,,2,Male,2,3,2,0,0
112754,7/3/2017 2:45,458585,C,359520,13787,5,,4,Male,4,3,2,1,0
253687,7/3/2017 2:45,693739,I,396664,51181,1,,2,Male,2,3,3,0,0
352556,7/3/2017 2:45,299802,C,359520,13787,5,,3,Male,3,3,3,1,0
250082,7/3/2017 2:45,1117369,I,396664,51181,1,,2,Male,2,3,2,1,0
256608,7/3/2017 2:45,560868,I,396664,51181,1,,1,Male,1,1,,0,0
259246,7/3/2017 2:45,560868,I,396664,51181,1,,1,Male,1,1,,0,0
343273,7/3/2017 2:45,29696,H,359520,13787,2,,4,Male,4,1,,0,0
256588,7/3/2017 2:45,560773,I,396664,51181,1,,3,Male,3,1,,0,0
112334,7/3/2017 2:45,1121685,C,405490,60305,3,,3,Male,3,3,2,0,0
144403,7/3/2017 2:46,1106357,C,359520,13787,4,,10,Female,4,3,4,0,0
85983,7/3/2017 2:46,445399,C,405490,60305,3,,2,Male,2,3,4,1,0
352949,7/3/2017 2:46,983136,C,359520,13787,5,,2,Male,2,3,,0,0
127892,7/3/2017 2:46,940529,C,359520,13787,4,,3,Male,3,1,,0,0
259670,7/3/2017 2:46,403153,I,396664,51181,1,,1,Male,1,3,4,0,0
259576,7/3/2017 2:47,1059204,I,396664,51181,1,,9,Female,3,3,4,1,0
187731,7/3/2017 2:47,28680,C,359520,13787,4,,3,Male,3,3,3,0,0
152322,7/3/2017 2:47,640747,B,359520,13787,2,,2,Male,2,3,2,0,0
477059,7/3/2017 2:47,28680,H,359520,13787,4,,3,Male,3,3,3,0,0
413466,7/3/2017 2:48,254888,J,404347,53587,1,,5,Male,5,1,,0,0
251426,7/3/2017 2:48,690859,I,396664,51181,1,,1,Male,1,1,,0,0
109459,7/3/2017 2:48,1033068,C,405490,60305,3,,1,Male,1,3,,0,0
10678,7/3/2017 2:48,1040691,I,105960,11085,2,270915,2,Male,2,3,2,0,0
154576,7/3/2017 2:48,1008900,B,359520,13787,2,,2,Male,2,3,2,0,0
261729,7/3/2017 2:48,151876,I,396664,51181,1,,1,Male,1,3,2,0,0
194284,7/3/2017 2:48,1049638,C,359520,13787,4,,4,Male,4,3,2,1,0
342971,7/3/2017 2:48,465750,H,359520,13787,2,,2,Male,2,3,2,0,0
343730,7/3/2017 2:48,706677,H,359520,13787,2,,3,Male,3,3,,0,0
124667,7/3/2017 2:48,706677,C,359520,13787,4,,3,Male,3,3,,0,0
423270,7/3/2017 2:49,631121,E,404347,53587,1,146115,3,Male,3,3,2,1,0
196888,7/3/2017 2:49,631121,E,396664,51181,1,,3,Male,3,3,2,1,0
343324,7/3/2017 2:49,99583,H,359520,13787,2,,4,Male,4,3,2,0,0
352997,7/3/2017 2:49,930507,C,359520,13787,5,,3,Male,3,2,,1,0
476455,7/3/2017 2:49,1037054,H,359520,13787,4,,3,Male,3,3,3,0,0
179746,7/3/2017 2:50,403702,C,359520,13787,4,,4,Male,4,3,4,1,0
465524,7/3/2017 2:50,403702,I,359520,13787,3,,4,Male,4,3,4,1,0
249735,7/3/2017 2:50,403702,I,396664,51181,1,,4,Male,4,3,4,1,0
50475,7/3/2017 2:50,845421,C,405490,60305,3,,1,Male,1,3,,1,0
256989,7/3/2017 2:50,550693,I,396664,51181,1,,1,Male,1,3,,0,0
183517,7/3/2017 2:50,205588,C,359520,13787,4,,3,Male,3,3,1,1,0
273917,7/3/2017 2:50,914569,D,98970,6970,4,,4,Male,4,3,3,1,0
261472,7/3/2017 2:51,217413,I,396664,51181,1,,5,Male,5,3,,0,0
352496,7/3/2017 2:51,34815,C,359520,13787,5,,9,Female,3,3,4,0,0
478007,7/3/2017 2:51,929672,H,359520,13787,4,,3,Male,3,3,,0,0
244077,7/3/2017 2:51,962953,C,82320,1734,1,,2,Male,2,3,2,0,0
206928,7/3/2017 2:51,962953,C,82320,1734,2,,2,Male,2,3,2,0,0
249110,7/3/2017 2:51,99822,I,396664,51181,1,,2,Male,2,3,3,1,0
352873,7/3/2017 2:51,125987,C,359520,13787,5,,2,Male,2,3,,0,0
500162,7/3/2017 2:52,979220,H,405490,60305,3,,3,Male,3,3,4,0,0
154481,7/3/2017 2:52,1073527,B,359520,13787,2,,9,Female,3,3,2,0,0
152643,7/3/2017 2:52,99583,B,359520,13787,2,,4,Male,4,3,2,0,0
352466,7/3/2017 2:52,99583,C,359520,13787,5,,4,Male,4,3,2,0,0
162895,7/3/2017 2:52,420101,D,414149,45962,5,254132,1,Male,1,3,4,0,0
353167,7/3/2017 2:52,169618,C,359520,13787,5,,,,,,,1,0
352991,7/3/2017 2:53,1069914,C,359520,13787,5,,2,Male,2,3,,0,0
352854,7/3/2017 2:53,11644,C,359520,13787,5,,5,Male,5,3,4,0,0
341938,7/3/2017 2:53,11644,H,359520,13787,2,,5,Male,5,3,4,0,0
477064,7/3/2017 2:53,1096470,H,359520,13787,4,,3,Male,3,3,4,1,0
359998,7/3/2017 2:53,172910,E,404347,53587,1,,,,,,,1,0
325719,7/3/2017 2:53,172910,B,396664,51181,1,,,,,,,1,0
359440,7/3/2017 2:53,172910,I,404347,53587,1,,,,,,,1,0
449857,7/3/2017 2:53,172910,B,396664,51181,1,,,,,,,1,0
114124,7/3/2017 2:53,11644,C,359520,13787,5,,5,Male,5,3,4,0,0
344001,7/3/2017 2:54,482395,H,359520,13787,2,,3,Male,3,3,4,0,0
250854,7/3/2017 2:54,596725,I,396664,51181,1,,2,Male,2,3,,0,0
345401,7/3/2017 2:54,889352,H,359520,13787,2,,8,Female,2,3,2,0,0
343760,7/3/2017 2:54,319436,H,359520,13787,2,,,,,,,0,0
352602,7/3/2017 2:54,320544,C,359520,13787,5,,3,Male,3,3,3,1,0
15591,7/3/2017 2:54,320544,G,396664,51181,1,,3,Male,3,3,3,1,0
341333,7/3/2017 2:54,320544,H,359520,13787,2,,3,Male,3,3,3,1,0
383386,7/3/2017 2:54,320544,H,82320,1734,1,,3,Male,3,3,3,1,0
255379,7/3/2017 2:55,701880,I,396664,51181,1,,10,Female,4,3,2,1,0
477269,7/3/2017 2:55,1061111,H,359520,13787,4,,8,Female,2,3,3,0,0
353364,7/3/2017 2:55,61938,C,359520,13787,5,,3,Male,3,3,4,0,0
352916,7/3/2017 2:55,382171,C,359520,13787,5,,3,Male,3,3,2,0,0
352707,7/3/2017 2:55,162904,C,359520,13787,5,,2,Male,2,3,,0,0
353301,7/3/2017 2:56,399522,C,359520,13787,5,,4,Male,4,3,4,0,0
341251,7/3/2017 2:56,1056575,H,359520,13787,2,,9,Female,3,3,4,0,0
431711,7/3/2017 2:56,358826,H,396664,51181,1,,3,Male,3,3,2,1,0
406589,7/3/2017 2:56,1044696,A,396664,51181,1,143597,5,Male,5,3,2,0,0
449842,7/3/2017 2:56,966792,B,396664,51181,1,,9,Female,3,3,2,1,0
136268,7/3/2017 2:56,1137496,C,359520,13787,4,,2,Male,2,3,4,1,0
436989,7/3/2017 2:56,115210,H,360936,13787,4,,3,Male,3,3,,0,0
435567,7/3/2017 2:56,514882,I,82320,1734,1,146115,5,Male,5,3,1,1,0
353448,7/3/2017 2:56,25971,C,359520,13787,5,,5,Male,5,3,,0,0
180808,7/3/2017 2:57,1111781,C,359520,13787,4,,3,Male,3,3,1,1,0
22228,7/3/2017 2:57,752334,C,360936,13787,5,,2,Male,2,3,,0,0
247117,7/3/2017 2:57,981848,I,396664,51181,1,,3,Male,3,3,1,1,0
132146,7/3/2017 2:57,761702,C,359520,13787,4,,2,Male,2,3,2,1,0
472933,7/3/2017 2:57,311534,H,359520,13787,4,,2,Male,2,3,2,1,0
418602,7/3/2017 2:57,122775,J,404347,53587,1,,1,Male,1,3,3,0,0
242730,7/3/2017 2:57,122775,A,396664,51181,1,,1,Male,1,3,3,0,0
341654,7/3/2017 2:57,110788,H,359520,13787,2,,9,Female,3,3,3,0,0
486728,7/3/2017 2:57,110788,H,359520,13787,3,,9,Female,3,3,3,0,0
343295,7/3/2017 2:57,867413,H,359520,13787,2,,4,Male,4,3,1,0,0
479465,7/3/2017 2:57,867413,H,359520,13787,4,,4,Male,4,3,1,0,0
136058,7/3/2017 2:58,205588,C,359520,13787,4,,3,Male,3,3,1,1,0
478823,7/3/2017 2:58,205588,H,359520,13787,4,,3,Male,3,3,1,1,0
343252,7/3/2017 2:58,880932,H,359520,13787,2,,2,Male,2,3,2,1,0
535812,7/3/2017 2:58,513530,E,98970,6970,2,,4,Male,4,3,4,0,0
343963,7/3/2017 2:58,404362,H,359520,13787,2,,,,,,,0,0
465291,7/3/2017 2:58,961279,I,359520,13787,3,,5,Male,5,3,2,0,0
515164,7/3/2017 2:59,1014023,H,405490,60305,3,,3,Male,3,3,3,0,0
473296,7/3/2017 2:59,369175,H,359520,13787,4,,3,Male,3,3,,1,0
345142,7/3/2017 2:59,369175,H,359520,13787,2,,3,Male,3,3,,1,0
246916,7/3/2017 2:59,961279,I,396664,51181,1,,5,Male,5,3,2,0,0
250419,7/3/2017 2:59,277958,I,396664,51181,1,,2,Male,2,1,,0,0
413325,7/3/2017 2:59,714374,J,404347,53587,1,,1,Male,1,3,4,0,0
353084,7/3/2017 2:59,421818,C,359520,13787,5,,2,Male,2,3,2,1,0
345535,7/3/2017 2:59,421818,H,359520,13787,2,,2,Male,2,3,2,1,0
19712,7/3/2017 3:00,773874,C,360936,13787,5,,2,Male,2,3,1,1,0
325723,7/3/2017 3:00,57068,B,396664,51181,1,,1,Male,1,3,1,0,0
113479,7/3/2017 3:00,421818,C,359520,13787,5,,2,Male,2,3,2,1,0
310496,7/3/2017 3:00,205588,C,360936,13787,5,,3,Male,3,3,1,1,0
341443,7/3/2017 3:00,205588,H,359520,13787,2,,3,Male,3,3,1,1,0
478368,7/3/2017 3:00,246198,H,359520,13787,4,,2,Male,2,3,2,0,0
259895,7/3/2017 3:00,31475,I,396664,51181,1,,2,Male,2,3,2,1,0
261615,7/3/2017 3:01,175934,I,396664,51181,1,,1,Male,1,3,4,0,0
543092,7/3/2017 3:01,17280,D,414149,45962,3,254132,3,Male,3,3,4,0,0
352890,7/3/2017 3:01,1009802,C,359520,13787,5,,,,,,,1,0
146133,7/3/2017 3:01,1009802,C,359520,13787,4,,,,,,,1,0
113663,7/3/2017 3:01,340863,C,359520,13787,5,,3,Male,3,3,,0,0
352753,7/3/2017 3:01,340863,C,359520,13787,5,,3,Male,3,3,,0,0
352635,7/3/2017 3:01,205588,C,359520,13787,5,,3,Male,3,3,1,1,0
420564,7/3/2017 3:02,196609,D,396664,51181,1,,2,Male,2,3,2,1,0
184267,7/3/2017 3:02,735809,C,359520,13787,4,,3,Male,3,3,4,1,0
250263,7/3/2017 3:02,611024,I,396664,51181,1,,3,Male,3,3,2,0,0
112467,7/3/2017 3:03,1068026,C,405490,60305,3,,3,Male,3,3,2,0,0
504343,7/3/2017 3:03,1068026,H,405490,60305,3,,3,Male,3,3,2,0,0
247710,7/3/2017 3:03,664405,I,396664,51181,1,,11,Female,5,3,,0,0
95344,7/3/2017 3:03,72173,C,405490,60305,3,,1,Male,1,3,,0,0
97559,7/3/2017 3:04,660912,C,405490,60305,3,,2,Male,2,3,3,0,0
419435,7/3/2017 3:04,425454,J,404347,53587,1,,,,,,,1,0
266122,7/3/2017 3:04,631096,D,98970,6970,4,,11,Female,5,3,2,0,0
261026,7/3/2017 3:04,339984,I,396664,51181,1,,3,Male,3,3,2,0,0
241000,7/3/2017 3:05,50187,D,404347,53587,1,,2,Male,2,3,2,1,0
244058,7/3/2017 3:05,93123,C,82320,1734,1,,1,Male,1,3,,0,0
250987,7/3/2017 3:05,1094778,I,396664,51181,1,,7,Female,1,3,,1,0
153490,7/3/2017 3:06,340863,B,359520,13787,2,,3,Male,3,3,,0,0
1175,7/3/2017 3:06,756970,B,404347,53587,1,146115,3,Male,3,3,4,0,0
353412,7/3/2017 3:06,756970,C,359520,13787,5,,3,Male,3,3,4,0,0
66193,7/3/2017 3:06,922887,C,405490,60305,3,,3,Male,3,3,,1,0
448000,7/3/2017 3:06,353163,H,360936,13787,3,,5,Male,5,3,,0,0
342837,7/3/2017 3:07,234315,H,359520,13787,2,,10,Female,4,3,,0,0
127434,7/3/2017 3:07,756970,C,359520,13787,4,,3,Male,3,3,4,0,0
155301,7/3/2017 3:07,756970,B,359520,13787,2,,3,Male,3,3,4,0,0
160702,7/3/2017 3:07,444382,H,105960,11085,5,270915,3,Male,3,3,2,0,0
10082,7/3/2017 3:07,328015,I,105960,11085,2,270915,4,Male,4,3,4,1,0
341838,7/3/2017 3:07,413490,H,359520,13787,2,,2,Male,2,3,,1,0
148485,7/3/2017 3:07,413490,C,359520,13787,4,,2,Male,2,3,,1,0
112940,7/3/2017 3:07,12330,C,359520,13787,5,,4,Male,4,3,2,0,0
353072,7/3/2017 3:07,12330,C,359520,13787,5,,4,Male,4,3,2,0,0
473848,7/3/2017 3:07,422918,H,359520,13787,4,,3,Male,3,3,3,1,0
52452,7/3/2017 3:07,488267,C,405490,60305,3,,9,Female,3,3,2,0,0
340983,7/3/2017 3:07,1032654,H,359520,13787,2,,3,Male,3,3,1,1,0
359422,7/3/2017 3:08,1080890,I,404347,53587,1,,11,Female,5,3,2,0,0
70405,7/3/2017 3:08,446099,C,405490,60305,3,,3,Male,3,2,3,0,0
317071,7/3/2017 3:08,590589,H,359520,13787,4,,3,Male,3,3,4,1,0
343282,7/3/2017 3:08,590589,H,359520,13787,2,,3,Male,3,3,4,1,0
449915,7/3/2017 3:08,614446,B,396664,51181,1,,2,Male,2,3,2,1,0
325734,7/3/2017 3:08,614446,B,396664,51181,1,,2,Male,2,3,2,1,0
515061,7/3/2017 3:08,581923,H,405490,60305,3,,2,Male,2,1,,0,0
106301,7/3/2017 3:08,253694,C,405490,60305,3,,2,Male,2,3,2,0,0
126454,7/3/2017 3:09,479000,C,359520,13787,4,,1,Male,1,3,2,1,0
410471,7/3/2017 3:09,324934,J,404347,53587,1,,2,Male,2,3,3,1,0
22925,7/3/2017 3:09,614446,B,396664,51181,1,,2,Male,2,3,2,1,0
288183,7/3/2017 3:09,614446,B,396664,51181,1,,2,Male,2,3,2,1,0
149968,7/3/2017 3:09,81068,I,359520,13787,2,,8,Female,2,3,2,0,0
474930,7/3/2017 3:09,573345,H,359520,13787,4,,4,Male,4,1,,0,0
246719,7/3/2017 3:09,796299,I,396664,51181,1,,2,Male,2,3,,1,0
262241,7/3/2017 3:10,916400,I,396664,51181,1,,11,Female,5,3,3,0,0
355081,7/3/2017 3:10,529980,B,360936,13787,2,,4,Male,4,3,4,0,0
313595,7/3/2017 3:10,340863,I,360936,13787,2,,3,Male,3,3,,0,0
259409,7/3/2017 3:10,104463,I,396664,51181,1,,1,Male,1,3,4,0,0
383209,7/3/2017 3:10,406981,H,82320,1734,1,,5,Male,5,3,4,0,0
430712,7/3/2017 3:10,406981,H,396664,51181,1,,5,Male,5,3,4,0,0
343910,7/3/2017 3:10,680886,H,359520,13787,2,,2,Male,2,3,,1,0
554123,7/3/2017 3:10,883566,H,405490,60305,2,,4,Male,4,3,2,0,0
341070,7/3/2017 3:10,883566,H,359520,13787,2,,4,Male,4,3,2,0,0
477157,7/3/2017 3:10,883566,H,359520,13787,4,,4,Male,4,3,2,0,0
508551,7/3/2017 3:11,330401,H,405490,60305,3,,,,,,,1,0
284305,7/3/2017 3:11,642302,C,405490,60305,2,,1,Male,1,3,2,1,0
191891,7/3/2017 3:11,1129015,C,359520,13787,4,,2,Male,2,3,3,0,0
415964,7/3/2017 3:11,505812,J,404347,53587,1,,3,Male,3,3,3,1,0
261341,7/3/2017 3:11,255311,I,396664,51181,1,,5,Male,5,2,,0,0
352739,7/3/2017 3:12,916277,C,359520,13787,5,,10,Female,4,3,2,0,0
476329,7/3/2017 3:12,506100,H,359520,13787,4,,,,,,,1,0
328789,7/3/2017 3:12,1033109,H,396664,51181,1,,2,Male,2,3,4,0,0
359398,7/3/2017 3:12,1033109,I,404347,53587,1,,2,Male,2,3,4,0,0
342072,7/3/2017 3:12,1092531,H,359520,13787,2,,3,Male,3,3,,0,0
14751,7/3/2017 3:12,1033109,H,396664,51181,1,,2,Male,2,3,4,0,0
47339,7/3/2017 3:13,1011037,C,405490,60305,3,,3,Male,3,3,2,0,0
126565,7/3/2017 3:13,445246,C,359520,13787,4,,2,Male,2,3,2,1,0
250472,7/3/2017 3:13,737779,I,396664,51181,1,,3,Male,3,3,2,0,0
325713,7/3/2017 3:13,553088,B,396664,51181,1,,3,Male,3,3,4,0,0
211478,7/3/2017 3:13,468443,H,414149,45962,4,,3,Male,3,3,4,0,0
367417,7/3/2017 3:13,364876,C,359520,13787,4,,11,Female,5,3,4,0,0
418124,7/3/2017 3:13,658855,J,404347,53587,1,,2,Male,2,3,,0,0
248617,7/3/2017 3:13,592841,I,396664,51181,1,,1,Male,1,3,3,1,0
407313,7/3/2017 3:13,592841,A,396664,51181,1,143597,1,Male,1,3,3,1,0
441712,7/3/2017 3:13,552685,I,360936,13787,2,,3,Male,3,3,4,1,0
480023,7/3/2017 3:13,552685,H,359520,13787,4,,3,Male,3,3,4,1,0
133337,7/3/2017 3:13,796299,C,359520,13787,4,,2,Male,2,3,,1,0
429770,7/3/2017 3:13,1033109,H,396664,51181,1,,2,Male,2,3,4,0,0
155817,7/3/2017 3:13,298937,H,105960,11085,5,270915,,,,,,0,0
242020,7/3/2017 3:13,505812,B,404347,53587,1,,3,Male,3,3,3,1,0
1037,7/3/2017 3:13,505812,B,404347,53587,1,146115,3,Male,3,3,3,1,0
288173,7/3/2017 3:13,106530,B,396664,51181,1,,2,Male,2,3,2,1,0
